,ZS_name,name,formatted_address,location,rating,user_ratings_total,formatted_phone_number
917,Next Door by Imperial,Next Door by Imperial,"3, Zlatnická 1126, 110 00 Praha 1-Nové Město, Czechia","{'lat': 50.08996200000001, 'lng': 14.4320546}",4.7,2901.0,295 563 440
918,"NIMA, s.r.o.",,,,,,
919,NIRVAL s.r.o.,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
920,NOEMOVA ARCHA s.r.o.,233 420,"233 420, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
921,NOI RESTAURANT,,,,,,
922,NOMINANZA Restaurant,,,,,,
923,"NORO, spol. s r.o.",Rekont Pub V.o.s.,"45, Urbánkova 3359, 143 00 Praha-Praha 12, Czechia","{'lat': 50.0024156, 'lng': 14.4285816}",,,284 684 037
924,NOSTRESS,,,,,,
925,NOSTRUM,,,,,,
926,NT v.o.s.,,,,,,
927,"NTF, s.r.o.","NTF, s.r.o.","7, Východní 250, 162 00 Praha 6, Czechia","{'lat': 50.09533500000001, 'lng': 14.3815623}",,,220 515 923
928,Nuance Restaurant,,,,,,
929,"NUMROUD, s.r.o.",,,,,,
930,O. G.,,,,,,
931,O'Che's Bar,,,,,,
932,O'papa,,,,,,
933,O'papa,,,,,,
934,Občanská Plovárna restaurant & music club,,,,,,
935,OH! MEXICO & CHANCHALA,,,,,,
936,OLDATHENS - ŘECKÁ RESTAURACE,,,,,,
937,Oldřich Jarolím,608 420,"608 420, 250 70 Odolena Voda, Czechia","{'lat': 50.2277496, 'lng': 14.3979093}",,,
938,OLIVA - restaurant & café,,,,,,
939,OLIVE Food s.r.o. - Karolinská,,,,,,
940,OLIVE Food s.r.o. - Kodaňská,,,,,,
941,OLIVE Food s.r.o. - Pekařská,,,,,,
942,OLIVE Food s.r.o. - Sokolovská,,,,,,
943,OLIVE Gastro s.r.o.,,,,,,
944,Olive Point,Olive Point,"Americká 29, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.073364, 'lng': 14.4373108}",4.5,285.0,607 161 672
945,OLYMPIA,Kolkovna Olympia,"7, Vítězná 619, 150 00 Praha 5-Smíchov, Czechia","{'lat': 50.0811296, 'lng': 14.4067033}",4.3,3115.0,251 511 080
946,"Omrest, s.r.o.",,,,,,
947,Oriental Food,,,,,,
948,"Original Curry and Tandoor Restaurant - ARHAM Group, s.r.o.",,,,,,
949,Osteria Da Clara,Osteria Da Clara,"Mexická 581/7, 101 00 Praha 10-Vršovice, Czechia","{'lat': 50.07213590000001, 'lng': 14.457249}",4.6,405.0,271 726 548
950,Osudová Přitažlivost,608 420,"608 420, 250 70 Odolena Voda, Czechia","{'lat': 50.2277496, 'lng': 14.3979093}",,,
951,Osvěžovna - BBB Europe s.r.o.,,,,,,
952,OTAKAR METLIČKA,,,,,,
953,OU FAN s.r.o.,,,,,,
954,Ouška s.r.o.,,,,,,
955,Out Cafe Chocolate,,,,,,
956,OXO Restaurant,,,,,,
957,PADMINI s.r.o.,,,,,,
958,Pakistani Restaurant Mailsi,Mailsi Pakistani Restaurant,"1, Lipanská 866, 130 00 Praha 3-Žižkov, Czechia","{'lat': 50.0836676, 'lng': 14.4529319}",4.3,328.0,774 972 010
959,PÁLFFY PALÁC,522,"522, Czechia","{'lat': 50.2611965, 'lng': 14.4225366}",,,
960,PANDA PRAHA s.r.o.,,,,,,
961,PANDA PRAHA s.r.o.,,,,,,
962,Panonia slovenská restaurace,,,,,,
963,Papa´s Garden s.r.o.,AUTO RACEK Inc.,"Masarykova 757, 396 01 Humpolec, Czechia","{'lat': 49.5384525, 'lng': 15.3568445}",4.6,96.0,565 502 410
964,"Paris,společnost s ručením omezeným",,,,,,
965,PARK RESTAURANT & CAFE,,,,,,
966,PARK spol. s r.o.,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
967,Park7 Restaurant,Mama Shelter Praha,"Veletržní 1502/20, Holešovice, 170 00 Praha-Praha 7, Czechia","{'lat': 50.10241199999999, 'lng': 14.4316839}",4.3,1618.0,225 117 111
968,"PARTNER company, a.s.",,,,,,
969,PASSCAL - ZDRAVÁ CHUŤ,,,,,,
970,PASSION CHOCOLAT s.r.o.,Passion Chocolat S.r.o.,"30, Vodičkova 699, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0806786, 'lng': 14.4243618}",4.7,3.0,222 524 333
971,PATIUM ZBRASLAV,,,,,,
972,"Patlejch gastro, s.r.o.",608 420,"608 420, 250 70 Odolena Voda, Czechia","{'lat': 50.2277496, 'lng': 14.3979093}",,,
973,PAULY s.r.o.,,,,,,
974,Pavel Juříček,,,,,,
975,Pavel KOUBEK,Zubní Laboratoř Renata A Pavel Koubkovi,"6, Na Cihlářce 1977, Smíchov, 150 00 Praha-Praha 5, Czechia","{'lat': 50.06681320000001, 'lng': 14.3892849}",,,251 560 172
976,Pavel Pražák,606,"606, Czechia","{'lat': 50.0811842, 'lng': 14.2568543}",,,
977,Pavel Taraba,,,,,,
978,Pavel Tuhý,Pizzeria Klamovka,"129, Plzeňská 949, Košíře, 150 00 Praha-Praha 5, Czechia","{'lat': 50.0704619, 'lng': 14.3794364}",4.4,477.0,257 211 432
979,Pavlína Švamberová,,,,,,
980,PCG s.r.o.,Pcg S.r.o.,"1, Václavské nám. 846, 110 00 Praha 1-Můstek, Czechia","{'lat': 50.0841919, 'lng': 14.4242272}",,,224 281 099
981,"PECHAMI KVALITA, s.r.o.",,,,,,
982,"Pepe Nero Group, a.s.","Trevisani, S.r.o.","4, Bílkova 132, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.09079570000001, 'lng': 14.419287}",5.0,1.0,222 315 543
983,Periferia Trattoria,,,,,,
984,PERSONELLA,608 420,"608 420, 250 70 Odolena Voda, Czechia","{'lat': 50.2277496, 'lng': 14.3979093}",,,
985,PETER KOŠÍK,Restaurace U Čiriny,"Navrátilova 1632/6, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0785466, 'lng': 14.4226927}",4.0,181.0,222 231 709
986,Peter´s bar - burgerová restaurace,102,"102, Czechia","{'lat': 49.8067176, 'lng': 14.3688737}",,,
987,PETER´S Burger Pub,,,,,,
988,Petr Doležal Praha s.r.o.,,,,,,
989,Petr Frič,Petr Frič,"22, Výstupní 1495, 101 00 Praha 10-Vršovice, Czechia","{'lat': 50.06256539999999, 'lng': 14.4673387}",4.0,1.0,271 751 912
990,Petr Kopecký,Cafe Bar Restaurant Bazen,"Pec pod Sněžkou 324, 542 21 Pec pod Sněžkou, Czechia","{'lat': 50.6952036, 'lng': 15.7363273}",4.5,225.0,603 819 795
991,Petr Mostek,,,,,,
992,Petr Smrž,Petr Smrž,"12, Kobylákova 813, 102 00 Praha 15, Czechia","{'lat': 50.0511478, 'lng': 14.5399134}",,,776 322 280
993,PETR ZEDNÍČEK s.r.o.,"420, 118 224","420, 118 224, 411 19 Mšené-lázně, Czechia","{'lat': 50.3621332, 'lng': 14.1270026}",,,
994,Petr Žežulka,,,,,,
995,Petra Hrušková,,,,,,
996,PETŘÍNSKÉ TERASY,Petřínské terasy,"Petřínské sady 393, 118 00 Praha 1, Czechia","{'lat': 50.083775, 'lng': 14.398441}",4.1,557.0,257 320 688
997,PF plus s.r.o.,,,,,,
998,PHO TUNG s.r.o.,Phở Tùng,"Libušská, 142 00 Praha-Libuš-SAPA, Czechia","{'lat': 50.0021503, 'lng': 14.4747622}",4.7,665.0,720 663 388
999,Piano Nobile,,,,,,
1000,PIFAGOR KONSALT s.r.o.,,,,,,
1001,PIFAGOR KONSALT s.r.o.,U inšpektora,"19, Krakovská 593, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0791751, 'lng': 14.4283181}",,,222 211 936
1002,"Pichu, s.r.o.",Grill Restaurant Za Větrem,"U Michelského lesa 1157, 140 00 Praha 4-Krč, Czechia","{'lat': 50.0360221, 'lng': 14.4699697}",4.5,955.0,272 657 192
1003,Pinta - pivní steakhouse,,,,,,
1004,Pinta Praha s.r.o.,,,,,,
1005,Pitaya restaurace,,,,,,
1006,Pivnice Jamajka,Pivnice Jamajka,"Staropramenná 23, 150 00 Praha 5-Smíchov, Czechia","{'lat': 50.0714179, 'lng': 14.4068429}",4.3,672.0,257 326 430
1007,PIVNICE SPARTA,608 420,"608 420, 250 70 Odolena Voda, Czechia","{'lat': 50.2277496, 'lng': 14.3979093}",,,
1008,PIVOVAR A RESTAURACE U FLEKŮ,U Fleků,"Křemencova 11, 110 00 Praha 1-Nové Město, Czechia","{'lat': 50.0788711, 'lng': 14.417051}",4.1,21359.0,224 934 019
1009,Pivovar a restaurace U tří růží,Pivovar U Tří růží,"Husova 10/232, 110 00 Praha 1-Staré Město, Czechia","{'lat': 50.085634, 'lng': 14.4183688}",4.3,2396.0,601 588 281
1010,Pivovar Hostivar,The Hostivar Brewery,"Lochotínská 656, 109 00 Praha 15, Czechia","{'lat': 50.0463197, 'lng': 14.5494092}",4.5,1558.0,702 202 903
1011,"Pivovar nad Kolčavkou, a.s.",,,,,,
1012,PIVOVAR NÁRODNÍ TŘÍDA s. r. o.,Pivovar Národní,"Národní 8, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0812624, 'lng': 14.4152437}",4.2,4825.0,222 544 932
1013,PIVOVARSKÁ RESTAURACE,Pivovarská Restaurace,"10, K Sokolovně 38, 104 00 Praha 22-Uhříněves, Czechia","{'lat': 50.0296992, 'lng': 14.6049522}",4.4,1623.0,267 711 949
1014,Pivovarská restaurace Dvorce,BISTRO DVORCE,"Jeremenkova 920/7, 147 00 Praha 4-Podolí, Czechia","{'lat': 50.0466595, 'lng': 14.4160526}",4.2,545.0,728 532 020
1015,PIVOVARSKÝ DŮM,Pivovarský dům Benedikt- restaurace a pivotéka Praha,"Ječná 15, 120 44 Praha 2-Nové Město, Czechia","{'lat': 50.0754373, 'lng': 14.4236585}",4.1,3866.0,296 216 666
1016,PIZZA RESTAURANT - LUCKY LUCIANO,,,,,,
1017,PIZZA RESTAURANT ANTONIO,Josef Šrámek,"U Národní galerie 478, 156 00 Praha-Zbraslav, Czechia","{'lat': 49.977658, 'lng': 14.3943141}",,,257 921 449
1018,PIZZANONSTOP.CZ,Pizzanonstop,"Vinohradská 1509/226, Strašnice, 100 00 Praha-Praha 10, Czechia","{'lat': 50.076869, 'lng': 14.4871807}",3.6,284.0,777 840 074
1019,Pizzeria La Torretta,Pizzeria La Torretta,"Moskevská 503/56, Vršovice, 101 00 Praha-Praha 10, Czechia","{'lat': 50.0685028, 'lng': 14.4570779}",4.1,765.0,271 720 019
1020,Pizzeria Rotella,608 420,"608 420, 250 70 Odolena Voda, Czechia","{'lat': 50.2277496, 'lng': 14.3979093}",,,
1021,PIZZERIA SKLÍPEK - RESTAURACE,Odpady - Odvoz,"11, V údolí 40, 165 00 Praha-Suchdol, Czechia","{'lat': 50.1409543, 'lng': 14.3760809}",,,220 920 772
1022,pizzeria*ristorante La Plma,,,,,,
1023,PIZZERIE - VÁCLAVKA,,,,,,
1024,PIZZERIE RESTAURACE LA MONETA,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
1025,Pizzerie Rotondo s.r.o.,Pizzerie Rotondo,"2, Mattioliho 3271, 106 00 Praha 10-Záběhlice, Czechia","{'lat': 50.0533697, 'lng': 14.5147725}",4.1,271.0,777 791 022
1026,Planeta Žižkov,Planeta Žižkov,"Tachovské nám. 1, 130 00 Praha 3-Žižkov, Czechia","{'lat': 50.08748190000001, 'lng': 14.4528388}",4.4,1368.0,222 780 173
1027,Platina Restaurant & Garden,,,,,,
1028,Plný Pekáč,Plný pekáč,"6, Lázeňská 286, Malá Strana, 118 00 Praha-Praha 1, Czechia","{'lat': 50.08692010000001, 'lng': 14.4060187}",4.4,636.0,739 502 103
1029,Plzeňská restaurace,,,,,,
